TRGID,3PMP Fee,Check In Fee,Marketing Fee,Merchant Fee,Overbox Fee,Packaging Fee,PPS Fee,Refund Fee,Refurb Fee,Revshare Fee,Shipping Fee
128322017,$53,$18,$0,$0,,,$7,,$45,$21,$0
133560052,$3,,$0,$0,$0,,$4,,$1,$1,$0
140481267,$54,$18,$0,,,,,,$45,$21,
141899156,$9,,$0,$0,$6,,$6,,$7,$5,$0
144423194,$0,,$0,$0,$0,,$4,,$1,$0,$0
144955029,$11,,$0,$0,$0,,$4,,$32,$3,$0
145014147,$85,$18,$0,$0,,,$7,,$45,$34,$223
146371366,$64,$18,$0,$0,,,$7,,$45,$26,$195
146730924,$2,,$0,$0,$0,,$4,,$1,$1,$0
146947868,$1,,$0,$0,$0,,$4,,$0,$0,$0
146948279,$0,,$0,$0,$0,,$4,,$1,$0,$0
146948409,$0,,$0,$0,$0,,$4,,$0,$0,$0
146962537,$1,,$0,$0,$0,,$4,,$1,$0,$0
147177712,$1,,$0,$0,$0,,$4,,$0,$0,$0
148030645,$1,,$0,$0,$0,,$4,$2,$0,$0,$0
148030648,$0,,$0,$0,$0,,$4,,$0,$0,$0
148030663,$0,,$0,$0,$0,,$4,,$0,$0,$0
148193391,$0,,$0,$0,$0,,$4,,$0,$0,$0
148194231,$0,,$0,$0,$0,,$4,,$0,$0,$0
148194607,$1,,$0,$0,$0,,$4,,$1,$0,$0
148196352,$0,,$0,$0,$0,,$4,,$0,$0,$0
148196355,$0,,$0,$0,$0,,$4,,$0,$0,$0
149170349,$0,,$0,$0,$0,,$4,,$1,$0,$0
149170775,$0,,$0,$0,$0,,$4,,$1,$0,$0
149263561,$0,,$0,$0,$0,,$4,,$1,$0,$0
149263564,$1,,$0,$0,$0,,$4,,$1,$0,$0
149263791,$0,,$0,$0,$0,,$4,,$0,$0,$0
149266698,$0,,$0,$0,$0,,$4,,$0,$0,$0
149458542,$1,,$0,$0,$0,,$4,,$1,$0,$0
150138840,$1,,$0,$0,$0,,$4,,$1,$0,$0
150138841,$0,,$0,$0,$0,,$4,,$1,$0,$0
150138843,$1,,$0,$0,$0,,$4,,$1,$0,$0
150138844,$0,,$0,$0,$0,,$4,,$1,$0,$0
151015532,$1,,$0,$0,$0,,$4,,$1,$0,$0
152622898,$4,,$0,$0,$0,,$4,,$16,$1,$0
152756118,$1,,$0,$0,$0,,$4,,$4,$0,$0
153017341,$19,,$0,$0,$0,,$4,,$16,$9,$0
153332779,$1,,$0,$0,$0,,$4,$4,$0,$0,$0
153582214,$0,,$0,,,,,,$36,$21,
153675601,$0,,$0,$0,$0,,$4,,$1,$0,$0
153842289,$5,,$0,$0,$0,,$4,,$16,$1,$0
154640312,$4,,$0,$0,$0,,$4,,$16,$1,$0
154843676,$4,,$0,$0,$0,,$4,,$16,$1,$0
155147490,$4,,$0,$0,$0,,$4,,$16,$1,$0
155148745,$4,,$0,$0,$0,,$4,,$16,$1,$0
155228083,$0,,$0,$0,$0,,$4,,$0,$0,$0
155228396,$0,,$0,$0,$0,,$4,,$0,$0,$0
155541471,$1,,$0,$0,$0,,$4,$2,$0,$0,$0
155675043,$1,,$0,$0,$0,,$4,,$0,$0,$0
155681667,$0,,$0,$0,$0,,$4,,$1,$0,$0
156080601,$5,,$0,$0,$0,,$4,,$16,$1,$0
156274054,$50,,$0,$0,$0,,$4,,$2,$16,$221
156481846,$0,,$0,$0,$0,,$4,,$1,$0,$0
156481945,$0,,$0,$0,$0,,$4,,$1,$0,$0
156481949,$0,,$0,$0,$0,,$4,,$1,$0,$0
156947019,$6,,$0,$0,$0,,$4,,$8,$3,$0
157554350,$29,$18,$0,$0,,,$7,,$45,$12,$0
157572561,$6,$3,$0,$0,$0,,$4,,$0,$2,$0
157762338,$5,,$0,,,,$4,,$0,$2,
157762339,$5,,$0,,,,$4,,$0,$2,
158071324,$0,,$0,$0,$0,,$4,,$1,$0,$0
158142373,$35,,$0,,,,,,$36,$14,
158194521,$12,,$0,$0,$0,,$4,,$18,$5,$0
160725447,$8,$3,$0,$0,$0,,$4,,$0,$2,$0
161771255,$203,$18,$0,$0,,,$7,,$45,$82,$197
161930334,$7,,$0,$0,$0,,$4,,$16,$3,$0
162308377,$12,$3,$0,$0,$0,,$4,,,$3,$0
162313044,$12,,$0,$0,$0,,$4,,$1,$4,$0
162529228,$0,,$0,,,,$4,,$27,$8,
162651457,$12,,$0,,,,$4,,$0,$4,
164991970,$46,,$0,,,,,,$36,$19,
165118028,$1,,$0,$0,$0,,$4,,$0,$0,$0
165121858,$1,,$0,$0,$0,,$4,,$0,$0,$0
165379521,$6,,$0,$0,$0,,$4,,$16,$2,
165944511,$0,,$0,,,,$4,,$27,$16,
165944514,$33,,$0,$0,$0,,$4,,$27,$14,$0
165947043,$20,,$0,$0,$0,,$4,,$27,$8,$0
166568002,$7,$3,$0,$0,$0,,$4,,$0,$3,$0
166568003,$7,$3,$0,$0,$0,,$4,,$0,$3,$0
166646734,$15,,$0,$0,$0,,$4,,$27,$6,$0
166646825,$3,,$0,$0,$0,,$4,,$16,$1,$0
166650382,$0,,$0,$0,$0,,$4,,$1,$0,$0
166779007,$4,,$0,$0,$0,,$4,,$1,$2,$0
166779112,$4,,$0,$0,$0,,$4,,$1,$2,$0
166779142,$4,,$0,,,,,,,$2,
166780615,$4,,$0,$0,$0,,$4,,$1,$2,$0
166780680,$4,,$0,$0,$0,,$4,,$1,$2,$0
166781460,$4,,$0,$0,$0,,$4,,$1,$2,$0
166784639,$3,,$0,,,,,,,$1,
166784642,$5,,$0,$0,$0,,$4,,$16,$2,$0
166784653,$3,,$0,,,,,,,$1,
166786907,$4,,$0,$0,$0,,$4,,$1,$2,$0
166787404,$3,,$0,,,,,,,$1,
166789385,$4,,$0,$0,$0,,$4,,$16,$2,$0
166789394,$4,,$0,,,,,,,$2,
166789400,$4,,$0,,,,,,,$2,
166791475,$4,,$0,,,,,,,$2,
166791631,$3,,$0,,,,,,,$1,
166792166,$4,,$0,$0,$0,,$4,,$1,$2,$0
166792173,$4,,$0,$0,$0,,$4,,$1,$2,$0
166792368,$3,,$0,,,,,,,$1,
166792369,$5,,$0,,,,,,,$2,
166792777,$3,,$0,,,,,,,$1,
166792778,$0,,$0,,,,,,,$3,
166794601,$4,,$0,$0,$0,,$4,,$1,$2,$0
166850688,$3,,$0,$0,$0,,$4,,$16,$1,$0
167620939,$33,,$0,,,,,,$25,$14,
167637689,$4,,$0,,,,,,,$2,
167639540,$8,,$0,,,,,,,$3,
167639542,$4,,$0,,,,,,,$2,
167639543,$8,,$0,,,,,,,$3,
167640065,$0,,$0,,,,,,,$3,
167640460,$4,,$0,,,,,,,$2,
167641564,$4,,$0,,,,,,,$2,
167641569,$4,,$0,,,,,,,$2,
167641576,$4,,$0,,,,,,,$2,
167641739,$4,,$0,,,,,,,$2,
167641755,$8,,$0,,,,,,,$3,
167641886,$4,,$0,,,,,,,$2,
167641907,$4,,$0,,,,,,,$2,
167642023,$4,,$0,$0,$0,,$4,,$1,$2,$0
167642046,$4,,$0,,,,,,,$2,
167642081,$4,,$0,,,,,,,$2,
167642196,$4,,$0,,,,,,,$2,
167642202,$4,,$0,$0,$0,,$4,,$1,$2,$0
167642204,$4,,$0,,,,,,,$2,
167642224,$4,,$0,,,,,,,$2,
167642306,$4,,$0,,,,,,,$2,
167642322,$4,,$0,,,,,,,$2,
167642547,$4,,$0,,,,,,,$2,
167642726,$4,,$0,,,,,,,$2,
167642727,$4,,$0,,,,,,,$2,
167642728,$4,,$0,,,,,,,$2,
167642739,$4,,$0,,,,,,,$2,
167644496,$4,,$0,,,,,,,$2,
167644643,$4,,$0,,,,,,,$2,
167645334,$4,,$0,,,,,,,$2,
167645870,$4,,$0,,,,,,,$2,
167645882,$4,,$0,,,,,,,$2,
167645886,$4,,$0,,,,,,,$2,
167646177,$4,,$0,,,,,,,$2,
167646194,$4,,$0,,,,,,,$2,
167646452,$9,,$0,,,,,,,$4,
167646832,$4,,$0,,,,,,,$2,
167646921,$4,,$0,,,,,,,$2,
167646943,$4,,$0,,,,,,,$2,
167646945,$4,,$0,,,,,,,$2,
167646946,$4,,$0,,,,,,,$2,
167646964,$4,,$0,,,,,,,$2,
167646969,$4,,$0,,,,,,,$2,
167646971,$4,,$0,,,,,,,$2,
167646974,$4,,$0,,,,,,,$2,
167646976,$4,,$0,,,,,,,$2,
167646977,$4,,$0,,,,,,,$2,
167647107,$4,,$0,,,,,,,$2,
167647515,$4,,$0,$0,$0,,$4,,$1,$2,$0
167647552,$4,,$0,,,,,,,$2,
167647911,$3,,$0,$0,$0,,$4,,$1,$2,$0
167647917,$4,,$0,,,,,,,$2,
167648125,$3,,$0,$0,$0,,$4,,$1,$2,$0
167648131,$3,,$0,$0,$0,,$4,,$1,$2,$0
167648202,$3,,$0,$0,$0,,$4,,$1,$2,$0
167648291,$4,,$0,,,,,,,$2,
167648314,$4,,$0,,,,,,,$2,
167648315,$3,,$0,$0,$0,,$4,,$1,$2,$0
167648541,$3,,$0,$0,$0,,$4,,$1,$2,$0
167648554,$4,,$0,,,,,,,$2,
167648557,$4,,$0,,,,,,,$2,
167648724,$4,,$0,,,,,,,$2,
167648736,$4,,$0,,,,,,,$2,
167648788,$4,,$0,,,,,,,$2,
167648789,$4,,$0,,,,,,,$2,
167648800,$4,,$0,,,,,,,$2,
167648802,$4,,$0,,,,,,,$2,
167648902,$4,,$0,,,,,,,$2,
167648960,$4,,$0,$0,$0,,$4,,$1,$2,$0
167648968,$4,,$0,,,,,,,$2,
167648970,$4,,$0,,,,,,,$2,
167648972,$4,,$0,,,,,,,$2,
167648974,$4,,$0,,,,,,,$2,
167648976,$4,,$0,,,,,,,$2,
167648981,$4,,$0,,,,,,,$2,
167649096,$4,,$0,,,,,,,$2,
167649101,$4,,$0,$0,$0,,$4,,$1,$2,$0
167649113,$4,,$0,,,,,,,$2,
167649141,$5,,$0,,,,,,,$2,
167649142,$4,,$0,,,,,,,$2,
167649145,$4,,$0,$0,$0,,$4,,$1,$2,$0
167649152,$4,,$0,,,,,,,$2,
167649266,$4,,$0,,,,,,,$2,
167649268,$4,,$0,,,,,,,$2,
167649271,$4,,$0,,,,,,,$2,
167649416,$4,,$0,,,,,,,$2,
167649419,$8,,$0,,,,,,,$3,
167649427,$4,,$0,,,,,,,$2,
167649428,$4,,$0,,,,,,,$2,
167649430,$4,,$0,,,,,,,$2,
167649594,$4,,$0,,,,,,,$2,
167649615,$4,,$0,,,,,,,$2,
167649693,$4,,$0,,,,,,,$2,
167649815,$4,,$0,,,,,,,$2,
167650042,$4,,$0,,,,,,,$2,
167650533,$4,,$0,,,,,,,$2,
167650537,$4,,$0,,,,,,,$2,
167650550,$4,,$0,,,,,,,$2,
167650704,$4,,$0,,,,,,,$2,
167650708,$4,,$0,,,,,,,$2,
167650711,$4,,$0,,,,,,,$2,
167650713,$4,,$0,,,,,,,$2,
167650718,$4,,$0,,,,,,,$2,
167650719,$4,,$0,,,,,,,$2,
167650819,$6,,$0,,,,$4,,$16,$2,
168009758,$72,,$0,,,,$6,,$58,$30,
168189585,$20,,$0,$0,$6,,$6,,$36,$8,
168754805,$101,$18,$0,$0,,,$7,,$45,$40,$0
168764713,$1,,$0,$0,$0,,$4,$13,$10,$1,
169275983,$7,,$0,$0,$0,,$4,,$16,$3,$0
169697965,$2,,$0,,,,$4,,$16,$1,
169698623,$2,,$0,,,,$4,,$16,$1,
169962938,$16,$3,$0,$0,$0,,$4,,$0,$4,$0
169989874,$7,,$0,$0,$0,,$4,,$16,$5,$0
170200066,$5,,$0,$0,$0,,$4,,$16,$2,$0
170201740,$17,,$0,$0,$0,,$4,,$16,$7,$0
170203671,$2,,$0,$0,$0,,$4,,$16,$1,$0
170362164,$7,,$0,$0,$0,,$4,,$16,$3,$0
170455302,$4,,$0,,,,,,,$2,
170455308,$4,,$0,,,,,,,$2,
170455436,$4,,$0,,,,,,,$2,
170458204,$4,,$0,,,,,,,$2,
170458340,$4,,$0,,,,,,,$2,
171489499,$2,,$0,$0,$0,,$4,,$1,$1,$0
172016902,$22,$3,$0,$0,$0,,$4,,$0,$8,$0
172506455,$16,,$0,,,,,,$25,$6,
172532573,$8,$3,$0,$0,$0,,$4,,,$3,$0
173535280,$5,$3,$0,$0,$0,,$4,,,$1,$0
173902922,$14,,$0,,,,,,$25,$5,
173925954,$67,$18,$0,$0,,,$7,,$45,$28,$126
174093433,$12,,$0,,,,,,$25,$5,
174684059,$6,$3,$0,$0,$0,,$4,,,$4,$0
175063668,$9,,$0,$0,$0,,$4,,$28,$3,$0
175318760,$5,$3,$0,$0,$0,,$4,,$0,$1,$0
175352279,$2,$3,$0,$0,$0,,$4,,$0,$1,$0
175430917,$79,$18,$0,$0,,,$7,,$45,$33,$189
175430924,$79,$18,$0,$0,,,$7,,$45,$33,$195
175635134,$3,,$0,$0,$0,,$4,,$16,$2,$0
176735240,$67,$18,$0,$0,,,$7,,$45,$28,$0
176764850,$38,,$0,,,,,,$36,$15,
176934847,$0,,$0,,,,,,$36,$14,
177138281,$37,$18,$0,$0,,,$7,,$45,$16,$0
177371192,$35,$18,$0,$0,,,$7,,$45,$14,$0
177497447,$10,,$0,,,,$6,,$25,$4,
177704290,$37,$18,$0,$0,,,$7,,$45,$16,$0
177704295,$35,$18,$0,$0,,,$7,,$45,$14,$0
177704297,$35,$18,$0,$0,,,$7,,$45,$14,$0
177704309,$45,$18,$0,$0,,,$7,,$45,$18,$0
178103345,$74,$18,$0,$0,,,$7,,$45,$30,$189
178253257,$42,$3,$0,$0,$0,,$4,,$0,$12,$0
178474269,$2,$3,$0,$0,$0,,$4,,$0,$1,$0
178474270,$2,$3,$0,$0,$0,,$4,,$0,$1,$0
178485213,$2,,$0,,,,$4,,$16,$1,
178714485,$66,,$0,$0,$6,,$6,,$58,$27,
178795760,$1,,$0,$0,$0,,$4,,$6,$0,$0
178795764,$1,,$0,$0,$0,,$4,,$6,$0,$0
178795826,$1,,$0,$0,$0,,$4,,$6,$0,$0
178799721,$11,$3,$0,$0,$0,,$4,,$0,$4,$0
178805136,$0,,$0,,,,,,$36,$14,
179018330,$4,,$0,,$0,,$0,,$0,$1,
179308214,$11,,$0,$0,$0,,$4,,$18,$4,
179532765,$8,,$0,$0,$0,,$4,,$27,$5,$0
179769022,$0,,$0,,,,,,$36,$14,
179769206,$0,,$0,,,,,,$36,$14,
179790485,$0,,$0,,,,,,$36,$14,
179803683,$0,,$0,$0,$0,,$4,,$6,$0,$0
180118594,$6,,$0,$0,$0,,$4,,$6,$2,$0
180307589,$2,,$0,$0,$0,,$4,,$1,$1,$0
180307596,$2,,$0,$0,$0,,$4,,$1,$1,$0
180526376,$0,,$0,,,,,,$36,$14,
180526548,$0,,$0,,,,,,$36,$14,
180545975,$0,,$0,,,,,,$36,$14,
180546057,$0,,$0,,,,,,$36,$14,
180550437,$51,,$0,,,,,,$36,$22,
180555457,$0,,$0,,,,,,$36,$14,
180659611,$60,$18,$0,$0,,,$7,,$45,$24,$0
180809628,$61,,$0,$0,$6,,$6,,$2,$24,
180989875,$74,,$0,$0,$6,,$6,,$58,$30,
181013466,$0,,$0,,,,,,$36,$14,
181317106,$0,$15,$0,,,,,,,$0,
181317134,$0,$15,$0,,,,,,,$0,
181390543,$1,,$0,$0,$0,,$4,,$1,$0,$0
181396195,$1,,$0,$0,$0,,$4,,$6,$0,$0
181484097,$1,,$0,$0,$0,,$4,,$6,$0,$0
181581372,$1,,$0,$0,$0,,$4,,$2,$0,$0
181583627,$5,,$0,,,,$4,,$2,$2,
181584257,$4,,$0,$0,$0,,$4,,$1,$1,$0
181584260,$4,,$0,$0,$0,,$4,,$1,$1,$0
181739520,$1,,$0,$0,$0,,$4,,$1,$0,$0
181739521,$1,,$0,$0,$0,,$4,,$2,$0,$0
181739522,$1,,$0,$0,$0,,$4,,$2,$0,$0
181742172,$38,,$0,$0,$0,,$4,,$26,$16,$242
181823988,$3,,$0,$0,$0,,$4,,$1,$1,$0
182129272,$2,,$0,$0,$0,,$4,,$1,$1,$0
182169967,$1,,$0,$0,$0,,$4,,$0,$0,$0
182170449,$1,,$0,$0,$0,,$4,,$0,$0,$0
182171767,$1,,$0,$0,$0,,$4,,$0,$0,$0
182171768,$1,,$0,$0,$0,,$4,,$0,$0,$0
182171769,$1,,$0,$0,$0,,$4,,$0,$0,$0
182171770,$1,,$0,$0,$0,,$4,,$0,$0,$0
182311155,$1,,$0,$0,$0,,$4,,$1,$0,$0
182440166,$0,,$0,$0,$0,,$4,,$1,$0,$0
182457752,$1,,$0,$0,$0,,$4,,$0,$0,$0
182457754,$1,,$0,$0,$0,,$4,,$0,$0,$0
182457989,$1,,$0,$0,$0,,$4,,$1,$0,$0
182579737,$2,,$0,$0,$0,,$4,,$0,$0,$0
182727031,$52,$18,$0,$0,,,$7,,$45,$18,$0
182737541,$8,,$0,$0,$0,,$4,,$1,$4,$0
182799789,$1,,$0,$0,$0,,$4,,$6,$0,$0
182799790,$1,,$0,$0,$0,,$4,,$6,$0,$0
182894650,$0,,$0,$0,$0,,$4,,$1,$0,$0
182894652,$0,,$0,$0,$0,,$4,,$1,$0,$0
182894745,$0,,$0,$0,$0,,$4,,$1,$0,$0
182894747,$0,,$0,$0,$0,,$4,,$1,$0,$0
182960052,$1,,$0,$0,$0,,$4,,$6,$0,$0
183165991,$100,$18,$0,$0,,,$7,,$45,$40,$0
183171825,$4,,$0,$0,$0,,$4,,$1,$2,$0
183197694,$6,,$0,$0,$0,,$4,,$1,$3,$0
183197698,$4,,$0,$0,$0,,$4,,$1,$2,$0
183197703,$4,,$0,$0,$0,,$4,,$1,$2,$0
183199511,$4,,$0,$0,$0,,$4,,$16,$2,$0
183199584,$7,,$0,$0,$0,,$4,,$1,$3,$0
183200417,$0,,$0,,,,,,,$3,
183201409,$4,,$0,$0,$0,,$4,,$1,$2,$0
183202202,$0,,$0,,,,,,,$3,
183308248,$1,,$0,$0,$0,,$4,,$6,$0,$0
183313379,$99,$18,$0,$0,,,$7,,$45,$40,$0
183544209,$0,,$0,$0,$0,,$4,,$1,$0,$0
183544210,$0,,$0,$0,$0,,$4,,$1,$0,$0
183544411,$0,,$0,$0,$0,,$4,,$1,$0,$0
183544419,$0,,$0,$0,$0,,$4,,$1,$0,$0
183654941,$12,,$0,$0,$0,,$4,,$18,$5,$0
183654942,$13,,$0,$0,$0,,$4,,$18,$6,$0
183695826,$1,,$0,$0,$0,,$4,,$6,$0,$0
183695867,$1,,$0,$0,$0,,$4,,$6,$0,$0
183695868,$1,,$0,$0,$0,,$4,,$6,$0,$0
183733475,$102,$18,$0,$0,,,$7,,$45,$40,$0
183841584,$83,$18,$0,$0,,,$7,,$45,$34,$229
183905009,$14,$3,$0,$0,$0,,$4,,$0,$6,$0
184108109,$1,,$0,$0,$0,,$4,,$6,$0,$0
184111042,$99,$18,$0,$0,,,$7,,$45,$40,$0
184124767,$12,,$0,$0,$6,,$6,,$1,$5,
184217165,$5,,$0,$0,$0,,$4,,$16,$2,
184266210,$1,,$0,$0,$0,,$4,,$1,$0,$0
184266250,$1,,$0,$0,$0,,$4,,$1,$0,$0
184266660,$0,,$0,$0,$0,,$4,,$1,$0,$0
184345880,$2,,$0,$0,$0,,$4,,$1,$1,$0
184408640,$1,,$0,$0,$0,,$4,,$6,$0,$0
184622517,$7,$3,$0,$0,$0,,$4,,$0,$2,$0
184681635,$1,,$0,$0,$0,,$4,,$6,$0,$0
184885816,$48,$18,$0,$0,,,$7,,$45,$20,$0
184885828,$45,$18,$0,$0,,,$7,,$45,$18,$0
184994668,$0,,$0,$0,$0,,$4,,$6,$0,$0
184994975,$0,,$0,$0,$0,,$4,,$6,$0,$0
184998318,$1,,$0,$0,$0,,$4,,$6,$0,$0
185001945,$100,$18,$0,$0,,,$7,,$45,$40,$0
185001983,$96,$18,$0,$0,,,$7,,$45,$40,$0
185013376,$1,,$0,$0,$0,,$4,,$6,$0,$0
185050881,$0,,$0,$0,$0,,$4,,$6,$0,$0
185050882,$0,,$0,$0,$0,,$4,,$6,$0,$0
185058235,$16,$3,$0,$0,$0,,$4,,$0,$4,$0
185092538,$3,,$0,$0,$0,,$4,,$1,$1,$0
185092539,$3,,$0,$0,$0,,$4,,$1,$1,$0
185092540,$3,,$0,$0,$0,,$4,,$1,$1,$0
185175524,$2,,$0,$0,$0,,$4,,$1,$1,$0
185247891,$1,,$0,$0,$0,,$4,,$6,$0,$0
185247987,$1,,$0,$0,$0,,$4,,$6,$0,$0
185247988,$1,,$0,$0,$0,,$4,,$6,$0,$0
185383300,$3,,$0,$0,$0,,$4,,$2,$1,$0
185515793,$1,,$0,$0,$0,,$4,,$1,$0,$0
185677137,$1,,$0,$0,$0,,$4,,$1,$1,$0
185751830,$32,,$0,$0,,,$0,,$0,$14,$0
185760710,$18,,$0,$0,$0,,$4,,$1,$9,$0
186205140,$1,,$0,$0,$0,,$4,,$6,$0,$0
186475832,$38,,$0,,,,,,$36,$15,
186491047,$1,,$0,$0,$0,,$4,,$2,$0,$0
186491097,$1,,$0,$0,$0,,$4,,$2,$0,$0
186495384,$1,,$0,$0,$0,,$4,,$6,$0,$0
186744390,$5,,$0,$0,$0,,$4,,$1,$2,$0
186744543,$4,,$0,$0,$0,,$4,,$1,$2,$0
186744879,$3,,$0,$0,$0,,$4,,$1,$1,$0
186744896,$4,,$0,$0,$0,,$4,,$1,$2,$0
186745058,$4,,$0,$0,$0,,$4,,$1,$2,$0
186745078,$5,,$0,$0,$0,,$4,,$1,$2,$0
186745861,$5,,$0,$0,$0,,$4,,$1,$2,$0
186745863,$4,,$0,$0,$0,,$4,,$1,$2,$0
186745874,$4,,$0,$0,$0,,$4,,$1,$2,$0
186746461,$6,,$0,$0,$0,,$4,,$16,$3,$0
186746828,$5,,$0,$0,$0,,$4,,$1,$2,$0
186746981,$4,,$0,$0,$0,,$4,,$1,$2,$0
186746996,$5,,$0,$0,$0,,$4,,$1,$2,$0
186747229,$4,,$0,$0,$0,,$4,,$1,$2,$0
186747250,$6,,$0,$0,$0,,$4,,$1,$2,$0
186747942,$6,,$0,$0,$0,,$4,,$1,$2,$0
186748053,$4,,$0,$0,$0,,$4,,$1,$2,$0
186748285,$4,,$0,$0,$0,,$4,,$1,$2,$0
186748290,$4,,$0,$0,$0,,$4,,$1,$2,$0
186748580,$6,,$0,$0,$0,,$4,,$1,$3,$0
186748809,$4,,$0,$0,$0,,$4,,$1,$2,$0
186748815,$0,,$0,$0,$0,,$4,,$1,$3,$0
186748886,$7,,$0,$0,$0,,$4,,$16,$3,$0
186748890,$4,,$0,$0,$0,,$4,,$1,$2,$0
186749072,$4,,$0,$0,$0,,$4,,$1,$2,$0
186749090,$4,,$0,$0,$0,,$4,,$1,$2,$0
186749625,$4,,$0,$0,$0,,$4,,$1,$2,$0
186749628,$4,,$0,$0,$0,,$4,,$1,$2,$0
186749648,$4,,$0,$0,$0,,$4,,$1,$2,$0
186749674,$4,,$0,$0,$0,,$4,,$1,$2,$0
186750438,$4,,$0,$0,$0,,$4,,$1,$2,$0
186753157,$4,,$0,$0,$0,,$4,,$1,$2,$0
186753591,$4,,$0,$0,$0,,$4,,$1,$2,$0
186753607,$6,,$0,$0,$0,,$4,,$1,$3,$0
186753753,$5,,$0,$0,$0,,$4,,$1,$2,$0
186808638,$4,,$0,$0,$0,,$4,,$12,$2,$0
186893681,$1,,$0,$0,$0,,$4,,$6,$0,$0
187124425,$7,,$0,$0,$0,,$4,,$2,$3,$0
187124427,$7,,$0,$0,$0,,$4,,$2,$3,$0
187124429,$5,,$0,$0,$0,,$4,,$2,$2,$0
187124431,$7,,$0,$0,$0,,$4,,$2,$3,$0
187124762,$7,,$0,$0,$0,,$4,,$2,$3,$0
187124764,$7,,$0,$0,$0,,$4,,$2,$3,$0
187124765,$5,,$0,$0,$0,,$4,,$2,$2,$0
187124766,$7,,$0,$0,$0,,$4,,$2,$3,$0
187124900,$5,,$0,$0,$0,,$4,,$2,$2,$0
187124902,$7,,$0,$0,$0,,$4,,$2,$3,$0
187124903,$7,,$0,$0,$0,,$4,,$2,$3,$0
187124904,$7,,$0,$0,$0,,$4,,$2,$3,$0
187124907,$7,,$0,$0,$0,,$4,,$2,$3,$0
187124908,$7,,$0,$0,$0,,$4,,$2,$3,$0
187191047,$12,,$0,,,,,,$25,$5,
187305625,$1,,$0,$0,$0,,$4,,$6,$0,$0
187319077,$23,,$0,,,,,,$25,$10,
187359815,$1,,$0,$0,$0,,$4,,$6,$0,$0
187488608,$45,,$0,,,,,,$36,$18,
187597526,$14,$3,$0,$0,$0,,$4,,$0,$4,$0
187631473,$1,,$0,$0,$0,,$4,,$6,$0,$0
187635220,$1,,$0,$0,$0,,$4,,$6,$0,$0
187642600,$0,,$0,$0,$0,,$4,,$1,$3,$0
187724880,$2,$3,$0,$0,$0,,$4,,,$1,$0
187845180,$8,,$0,$0,$0,,$4,,$1,$2,$0
187929906,$1,,$0,$0,$0,,$4,,$6,$0,
187985189,$213,,$0,$0,$6,,$6,,$58,$85,
187985850,$1,,$0,$0,$0,,$4,$6,$1,$0,$0
187992101,$55,,$0,,,,,,$36,$22,
188001525,$34,,$0,,,,,,$36,$14,
188005336,$12,,$0,$0,$0,,$4,,$16,$4,$0
188057155,$8,$3,$0,$0,$0,,$4,,$0,$2,$0
188201583,$16,$3,$0,$0,$0,,$4,,$0,$4,$0
188250736,$1,,$0,$0,$0,,$4,,$6,$0,$0
188256540,$7,,$0,,$0,,$0,,$0,$2,
188256542,$7,,$0,,$0,,$0,,$0,$2,
188256545,$6,,$0,,$0,,$0,,$0,$2,
188256547,$5,,$0,,$0,,$0,,$0,$2,
188256550,$7,,$0,,$0,,$0,,$0,$2,
188297616,$1,,$0,$0,$0,,$4,,$2,$0,$0
188303591,$3,,$0,$0,$0,,$4,,$16,$1,$0
188308594,$3,,$0,$0,$0,,$4,,$16,$1,$0
188309477,$3,,$0,$0,$0,,$4,,$16,$1,$0
188337684,$1,,$0,$0,$0,,$4,,$6,$0,$0
188410311,$1,,$0,$0,$0,,$4,,$6,$0,$0
188557067,$0,$3,$0,,$0,,$6,,$36,$20,
188898224,$0,,$0,$0,$0,,$4,,$0,$0,$0
188898225,$0,,$0,$0,$0,,$4,,$0,$0,$0
188898226,$0,,$0,$0,$0,,$4,,$0,$0,$0
188908600,$0,,$0,$0,$0,,$4,,$0,$0,$0
188908641,$0,,$0,$0,$0,,$4,,$0,$0,$0
188910027,$0,,$0,$0,$0,,$4,,$0,$0,$0
188951806,$1,,$0,$0,$0,,$4,,$6,$0,$0
188951819,$1,,$0,$0,$0,,$4,,$6,$0,$0
188951825,$1,,$0,$0,$0,,$4,,$6,$0,$0
188970862,$0,,$0,$0,$0,,$4,,$0,$0,$0
188970901,$1,,$0,$0,$0,,$4,,$0,$0,$0
188974147,$1,,$0,$0,$0,,$4,,$0,$0,$0
189011609,$1,,$0,$0,$0,,$4,,$6,$0,$0
189158610,$1,,$0,$0,$0,,$4,,$6,$0,$0
189158623,$1,,$0,$0,$0,,$4,,$6,$0,$0
189194911,$4,,$0,$0,$0,,$4,,$10,$2,
189194917,$15,,$0,$0,$6,,$6,,$38,$6,
189195503,$9,,$0,$0,$0,,$4,,$18,$3,
189225263,$7,,$0,$0,$0,,$4,,$18,$3,
189229802,$8,,$0,$0,$0,,$4,,$18,$3,
189229878,$9,,$0,$0,$0,,$4,,$18,$3,
189230197,$1,,$0,$0,$0,,$4,,$1,$1,
189234480,$1,,$0,$0,$0,,$4,,$6,$0,$0
189255620,$0,,$0,,,,,,$25,$4,
189318142,$16,$3,$0,$0,$0,,$4,,$0,$4,$0
189322044,$2,,$0,$0,$0,,$4,,$2,$1,$0
189467709,$1,,$0,$0,$0,,$4,,$6,$0,$0
